time,moisture,temperature,ec,ph,nitrogen,phosphorus,potassium,salinity,tds
1770359658,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359658,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359658,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359658,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359659,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359659,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359659,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359659,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359659,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359659,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359660,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359660,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359660,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359660,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359660,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359661,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359661,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359661,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359661,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359661,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359661,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359662,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359662,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359662,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359662,0.0,22.0,0,6.2,0,0,0,0.0,0
1770359662,0.0,21.9,0,6.2,0,0,0,0.0,0
1770360164,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360164,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360164,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360164,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360164,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360165,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360165,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360165,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360165,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360165,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360165,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360166,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360166,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360166,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360166,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360166,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360166,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360167,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360167,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360167,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360167,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360167,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360168,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360168,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360168,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360168,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360168,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360168,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360169,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360169,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360169,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360169,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360169,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360169,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360170,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360170,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360170,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360170,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360170,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360170,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360171,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360171,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360171,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360171,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360171,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360172,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360172,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360172,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360172,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360172,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360172,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360173,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360173,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360173,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360173,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360173,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360173,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360174,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360174,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360174,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360174,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360174,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360175,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360175,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360175,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360175,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360175,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360175,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360176,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360176,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360176,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360176,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360176,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360176,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360177,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360177,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360177,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360177,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360177,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360178,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360178,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360178,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360178,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360178,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360178,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360179,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360179,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360179,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360179,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360179,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360179,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360180,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360180,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360180,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360180,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360180,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360181,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360181,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360181,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360181,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360181,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360181,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360182,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360182,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360182,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360182,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360182,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360182,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360183,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360183,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360183,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360183,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360183,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360184,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360184,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360184,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360184,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360184,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360184,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360185,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360185,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360185,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360185,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360185,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360185,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360186,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360186,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360186,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360186,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360186,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360187,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360187,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360187,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360187,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360187,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360187,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360188,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360188,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360188,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360188,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360188,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360188,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360189,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360189,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360189,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360189,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360189,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360190,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360190,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360190,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360190,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360190,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360190,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360191,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360191,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360191,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360191,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360191,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360191,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360192,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360192,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360192,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360192,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360192,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360192,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360193,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360193,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360193,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360193,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360193,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360194,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360194,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360194,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360194,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360194,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360194,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360195,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360195,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360195,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360195,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360195,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360195,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360196,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360196,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360196,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360196,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360196,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360197,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360197,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360197,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360197,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360197,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360197,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360198,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360198,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360198,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360198,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360198,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360198,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360199,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360199,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360199,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360199,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360199,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360200,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360200,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360200,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360200,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360200,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360200,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360201,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360201,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360201,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360201,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360201,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360201,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360202,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360202,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360202,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360202,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360202,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360203,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360203,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360203,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360203,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360203,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360203,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360204,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360204,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360204,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360204,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360204,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360204,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360205,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360205,0.0,22.2,0,6.1,0,0,0,0.0,0
1770360205,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360205,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360205,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360205,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360206,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360206,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360206,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360206,0.0,22.0,0,6.1,0,0,0,0.0,0
1770360206,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360207,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360207,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360207,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360207,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360207,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360207,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360208,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360208,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360208,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360208,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360208,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360208,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360209,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360209,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360209,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360209,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360209,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360210,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360210,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360210,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360210,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360210,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360210,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360211,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360211,0.0,22.1,0,6.1,0,0,0,0.0,0
1770360211,0.0,22.1,0,6.1,0,0,0,0.0,0
